               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.023595,            0.008899,           0.0039088,             0.53782,             0.67988,             0.64314,             0.36112,            0.021651,           0.0058987,            0.029871,           0.0084358,           0.0084358,           0.0084358
                 160,            0.023671,           0.0089436,           0.0035536,             0.59569,             0.59376,             0.62164,             0.31116,            0.024058,           0.0062113,            0.040527,           0.0084259,           0.0084259,           0.0084259
                 161,             0.02437,           0.0085071,           0.0042442,             0.61989,             0.67212,             0.67012,             0.36754,            0.021373,           0.0057621,             0.02821,            0.008416,            0.008416,            0.008416
                 162,            0.025104,           0.0086482,           0.0037728,             0.67697,             0.58855,              0.6755,             0.42519,            0.018695,           0.0055101,            0.033154,           0.0084061,           0.0084061,           0.0084061
                 163,            0.026339,            0.008945,            0.008365,             0.57634,             0.66902,             0.65638,             0.37008,            0.020939,           0.0055003,            0.030249,           0.0083962,           0.0083962,           0.0083962
                 164,            0.024591,           0.0089143,           0.0057778,             0.48347,             0.52694,              0.5599,             0.29823,            0.022377,           0.0056469,            0.038489,           0.0083863,           0.0083863,           0.0083863
                 165,            0.022386,           0.0088528,           0.0047266,             0.54817,             0.56996,             0.63168,             0.36615,            0.020842,           0.0054693,            0.037036,           0.0083764,           0.0083764,           0.0083764
                 166,            0.023373,           0.0089119,           0.0061014,             0.60297,             0.51924,             0.58792,             0.32603,            0.022011,           0.0054991,            0.040149,           0.0083665,           0.0083665,           0.0083665
                 167,            0.022822,           0.0085602,           0.0054344,              0.5428,             0.48711,             0.45958,             0.20015,            0.026604,           0.0065777,             0.04408,           0.0083566,           0.0083566,           0.0083566
                 168,            0.025784,           0.0087681,           0.0081686,             0.55357,             0.63506,             0.62346,             0.36432,            0.020773,           0.0056839,            0.032581,           0.0083467,           0.0083467,           0.0083467
                 169,            0.022599,           0.0094366,           0.0052044,             0.54716,             0.71725,             0.66446,             0.35704,            0.021458,           0.0059235,            0.027917,           0.0083368,           0.0083368,           0.0083368
                 170,            0.023759,           0.0090117,           0.0061917,             0.55145,             0.67023,             0.63807,             0.35146,            0.022134,            0.005688,            0.031165,           0.0083269,           0.0083269,           0.0083269
                 171,              0.0227,           0.0088969,            0.004363,              0.6165,             0.60301,             0.64797,             0.33319,            0.022764,           0.0057998,            0.035168,            0.008317,            0.008317,            0.008317
                 172,            0.023377,           0.0087585,           0.0047179,              0.4942,             0.61822,             0.59459,              0.3345,            0.021585,            0.005765,            0.039514,           0.0083071,           0.0083071,           0.0083071
                 173,            0.024057,           0.0085166,           0.0039988,             0.73014,             0.52364,             0.60843,             0.33371,            0.022232,           0.0063324,            0.029993,           0.0082972,           0.0082972,           0.0082972
                 174,            0.022851,           0.0085402,            0.004206,             0.54605,             0.59357,             0.61047,             0.35792,            0.020411,           0.0061021,             0.03407,           0.0082873,           0.0082873,           0.0082873
                 175,            0.024059,           0.0086215,           0.0059281,              0.6425,             0.43477,             0.47004,             0.24801,            0.022909,            0.006372,            0.045203,           0.0082774,           0.0082774,           0.0082774
                 176,            0.023012,           0.0087166,           0.0063573,             0.46482,             0.68563,             0.61118,             0.30126,            0.022832,           0.0061193,             0.03125,           0.0082675,           0.0082675,           0.0082675
                 177,            0.022496,           0.0088108,           0.0046554,             0.54789,             0.62611,             0.63711,             0.37481,            0.019657,           0.0058341,            0.038599,           0.0082576,           0.0082576,           0.0082576
                 178,            0.023122,            0.008862,            0.005797,             0.69517,             0.62039,             0.64949,             0.37702,            0.021144,           0.0057747,            0.035742,           0.0082477,           0.0082477,           0.0082477
                 179,            0.023622,           0.0085934,           0.0039444,             0.61855,             0.64851,             0.66025,             0.37652,            0.021775,           0.0059643,            0.035339,           0.0082378,           0.0082378,           0.0082378
                 180,            0.023078,           0.0083287,           0.0047608,             0.61615,             0.67987,             0.69732,             0.36911,            0.022167,           0.0057073,             0.03252,           0.0082279,           0.0082279,           0.0082279
                 181,            0.022989,           0.0083909,           0.0045441,              0.6416,             0.66539,             0.68278,             0.37082,            0.021386,           0.0059967,            0.028076,            0.008218,            0.008218,            0.008218
                 182,            0.022178,           0.0082435,           0.0055346,              0.5781,             0.63017,             0.63483,              0.3431,            0.022963,           0.0057714,             0.03125,           0.0082081,           0.0082081,           0.0082081
                 183,            0.024234,           0.0085343,           0.0039305,             0.64972,             0.58008,             0.60066,             0.33296,             0.02329,           0.0062964,            0.033472,           0.0081982,           0.0081982,           0.0081982
                 184,            0.023184,           0.0086646,            0.003986,             0.60474,             0.64307,             0.59755,             0.35602,            0.020286,            0.006073,            0.032837,           0.0081883,           0.0081883,           0.0081883
                 185,            0.022163,           0.0085033,            0.005372,             0.54565,              0.5738,             0.62695,             0.36252,            0.021142,           0.0060854,             0.03385,           0.0081784,           0.0081784,           0.0081784
                 186,             0.02179,           0.0089232,           0.0051071,             0.42931,             0.63095,             0.55502,              0.2891,             0.02245,           0.0059721,             0.04209,           0.0081685,           0.0081685,           0.0081685
                 187,            0.022225,           0.0086101,           0.0048604,             0.56069,             0.59705,             0.59501,             0.30715,            0.022596,           0.0059323,             0.03407,           0.0081586,           0.0081586,           0.0081586
                 188,             0.02189,            0.008499,           0.0038421,             0.54732,             0.72998,                0.68,             0.38149,            0.021019,           0.0056067,            0.027789,           0.0081487,           0.0081487,           0.0081487
                 189,            0.023683,           0.0090009,           0.0049753,             0.52669,              0.6539,             0.64835,             0.33717,            0.022372,           0.0058243,            0.033521,           0.0081388,           0.0081388,           0.0081388
                 190,            0.022947,           0.0079666,           0.0048232,             0.56827,             0.66132,             0.64221,             0.34205,            0.022559,           0.0059626,            0.028662,           0.0081289,           0.0081289,           0.0081289
                 191,            0.022945,           0.0087241,           0.0050832,             0.58339,             0.60508,             0.63884,             0.35338,            0.021649,           0.0063789,            0.029175,            0.008119,            0.008119,            0.008119
                 192,            0.022884,           0.0082532,           0.0030824,             0.63895,             0.61383,             0.68227,             0.37762,            0.021584,           0.0060267,            0.031079,           0.0081091,           0.0081091,           0.0081091
                 193,            0.022907,           0.0078511,           0.0030457,             0.60797,             0.61708,             0.63087,               0.337,            0.022617,           0.0063052,            0.034155,           0.0080992,           0.0080992,           0.0080992
                 194,            0.022513,           0.0082115,           0.0047325,             0.52946,             0.64649,             0.64358,             0.37845,            0.020333,           0.0061266,            0.029443,           0.0080893,           0.0080893,           0.0080893
                 195,            0.023109,           0.0085211,           0.0044845,             0.51754,             0.61448,             0.58604,             0.35028,            0.020713,            0.006216,            0.034741,           0.0080794,           0.0080794,           0.0080794
                 196,            0.022175,           0.0082336,           0.0040983,             0.57023,             0.61372,             0.62398,             0.37696,            0.019362,           0.0058036,               0.038,           0.0080695,           0.0080695,           0.0080695
                 197,            0.022609,           0.0080122,           0.0045998,              0.6965,             0.56021,             0.63514,             0.37194,            0.020453,           0.0060272,            0.029504,           0.0080596,           0.0080596,           0.0080596
                 198,            0.021945,           0.0086213,           0.0052671,             0.54404,             0.59924,             0.63075,             0.37133,            0.020175,           0.0059946,            0.030103,           0.0080497,           0.0080497,           0.0080497
                 199,            0.020991,           0.0083846,           0.0038458,             0.56314,             0.65095,              0.6358,             0.35605,            0.020974,           0.0059314,            0.030103,           0.0080398,           0.0080398,           0.0080398
                 200,             0.02191,           0.0084718,           0.0046574,             0.70183,             0.55336,             0.65358,             0.37995,            0.020743,           0.0056341,            0.029895,           0.0080299,           0.0080299,           0.0080299
                 201,            0.021842,           0.0081939,           0.0027068,             0.57171,             0.66626,             0.63932,               0.358,            0.021962,           0.0060167,            0.034509,             0.00802,             0.00802,             0.00802
                 202,            0.022592,           0.0084289,           0.0050349,             0.59898,              0.6059,             0.64803,             0.34992,            0.022099,           0.0061638,            0.031531,           0.0080101,           0.0080101,           0.0080101
                 203,            0.022618,           0.0082382,           0.0054478,             0.61752,             0.63407,             0.63037,             0.29586,            0.024434,            0.006175,            0.038623,           0.0080002,           0.0080002,           0.0080002
                 204,            0.022901,            0.008256,           0.0049398,              0.5079,             0.58779,             0.57609,             0.28627,            0.023296,           0.0060427,            0.034058,           0.0079903,           0.0079903,           0.0079903
                 205,            0.022124,           0.0081717,           0.0039074,             0.54984,             0.63269,             0.62408,             0.33615,            0.022505,           0.0063193,            0.031006,           0.0079804,           0.0079804,           0.0079804
                 206,            0.023468,           0.0079809,           0.0036141,             0.53243,             0.62895,             0.61515,             0.33186,            0.021596,           0.0059309,            0.034021,           0.0079705,           0.0079705,           0.0079705
                 207,            0.022594,           0.0086203,           0.0054913,             0.68882,             0.51966,             0.60863,             0.32526,            0.023206,           0.0062668,            0.031042,           0.0079606,           0.0079606,           0.0079606
                 208,             0.02124,           0.0081441,            0.003158,             0.80196,             0.51574,             0.64481,             0.39032,            0.019372,           0.0063915,            0.031433,           0.0079507,           0.0079507,           0.0079507
                 209,            0.022967,           0.0087728,           0.0033167,             0.48752,             0.62499,             0.57984,             0.32275,            0.020865,           0.0060349,            0.037622,           0.0079408,           0.0079408,           0.0079408
                 210,              0.0219,           0.0077584,            0.004558,             0.50096,             0.65324,             0.55728,             0.33614,            0.018373,           0.0063765,            0.039478,           0.0079309,           0.0079309,           0.0079309
                 211,            0.021797,           0.0084525,           0.0047966,               0.459,             0.62934,             0.60263,             0.37698,             0.01835,           0.0058467,            0.039026,            0.007921,            0.007921,            0.007921
                 212,            0.023471,           0.0081051,           0.0046415,             0.56608,             0.58871,             0.61606,             0.37917,            0.019366,           0.0062213,            0.031763,           0.0079111,           0.0079111,           0.0079111
                 213,            0.022114,           0.0084319,           0.0034448,             0.61254,             0.59111,             0.61365,             0.35586,            0.021183,           0.0063353,            0.030469,           0.0079012,           0.0079012,           0.0079012
                 214,            0.021435,           0.0083588,           0.0047377,             0.66498,             0.56754,             0.63517,             0.37634,             0.02077,           0.0063016,            0.035083,           0.0078913,           0.0078913,           0.0078913
                 215,            0.021816,           0.0079008,           0.0041214,             0.52958,             0.69358,             0.63129,             0.35324,            0.021611,           0.0063157,            0.029883,           0.0078814,           0.0078814,           0.0078814
                 216,            0.022928,           0.0085709,           0.0037879,             0.61457,             0.69488,             0.68847,             0.38364,            0.020928,           0.0064094,            0.025549,           0.0078715,           0.0078715,           0.0078715
                 217,             0.02114,           0.0085948,           0.0027906,             0.67945,             0.61041,             0.65031,             0.33591,            0.022371,           0.0066345,            0.031616,           0.0078616,           0.0078616,           0.0078616
                 218,            0.020776,           0.0085623,           0.0022677,             0.60074,              0.6673,             0.67786,             0.36306,            0.022553,           0.0058103,             0.03031,           0.0078517,           0.0078517,           0.0078517
                 219,            0.021148,             0.00809,           0.0030646,             0.68645,             0.62896,              0.6516,             0.33584,            0.022721,           0.0060534,            0.028345,           0.0078418,           0.0078418,           0.0078418
                 220,            0.021796,           0.0080684,           0.0029736,             0.56574,             0.75006,              0.6794,             0.37706,            0.020767,           0.0061059,            0.025378,           0.0078319,           0.0078319,           0.0078319
                 221,            0.022201,           0.0080859,           0.0029439,             0.58941,             0.66965,             0.65256,              0.3427,            0.020858,           0.0060811,            0.033533,            0.007822,            0.007822,            0.007822
                 222,            0.021308,           0.0079002,           0.0050735,             0.56285,             0.64712,             0.62535,             0.33227,            0.021605,           0.0060101,            0.030115,           0.0078121,           0.0078121,           0.0078121
                 223,            0.021797,           0.0082804,           0.0050714,              0.6215,             0.59977,             0.62049,             0.32915,            0.022942,           0.0064225,            0.033215,           0.0078022,           0.0078022,           0.0078022
                 224,            0.021408,           0.0080445,           0.0045467,             0.56512,             0.61066,              0.6406,             0.31542,            0.024623,           0.0057969,            0.033276,           0.0077923,           0.0077923,           0.0077923
                 225,            0.021518,            0.008266,           0.0055042,             0.50737,             0.70456,             0.65864,             0.34097,            0.023175,           0.0058653,            0.032532,           0.0077824,           0.0077824,           0.0077824
                 226,              0.0228,            0.007971,           0.0045931,             0.54014,             0.68682,             0.64198,              0.3631,             0.02157,           0.0061827,            0.035876,           0.0077725,           0.0077725,           0.0077725
                 227,            0.022474,           0.0080831,           0.0045414,             0.78134,             0.56266,             0.68175,             0.37995,            0.021402,           0.0059221,            0.031079,           0.0077626,           0.0077626,           0.0077626
                 228,            0.021896,           0.0083088,           0.0038011,             0.75718,             0.56455,             0.68405,             0.37184,            0.021826,           0.0059311,            0.029712,           0.0077527,           0.0077527,           0.0077527
                 229,            0.020972,           0.0084161,           0.0028504,             0.62608,             0.61288,             0.67126,             0.38128,            0.021755,           0.0060444,            0.035059,           0.0077428,           0.0077428,           0.0077428
                 230,            0.021088,           0.0079612,           0.0038011,             0.64909,             0.56067,             0.64692,             0.37951,            0.020017,           0.0061502,             0.03396,           0.0077329,           0.0077329,           0.0077329
                 231,            0.021363,           0.0082901,           0.0032988,             0.57449,             0.56022,             0.61628,             0.37531,            0.018884,           0.0059123,               0.037,            0.007723,            0.007723,            0.007723
                 232,            0.021273,           0.0082223,           0.0034093,             0.71256,             0.48674,             0.59067,             0.37105,            0.018572,           0.0061948,             0.03905,           0.0077131,           0.0077131,           0.0077131
                 233,             0.02214,           0.0082108,           0.0042285,             0.68216,             0.53453,             0.59028,             0.33711,            0.020824,             0.00647,            0.042871,           0.0077032,           0.0077032,           0.0077032
                 234,            0.023583,           0.0082239,           0.0038596,             0.59242,             0.57979,             0.63079,              0.3525,            0.021006,           0.0062971,             0.03313,           0.0076933,           0.0076933,           0.0076933
                 235,            0.021228,           0.0079376,           0.0034214,             0.48018,             0.66501,             0.62793,             0.37039,            0.020185,           0.0062733,            0.031946,           0.0076834,           0.0076834,           0.0076834
                 236,             0.02373,           0.0079806,           0.0042408,             0.77087,             0.52122,             0.64456,             0.36725,            0.020434,            0.006397,            0.033276,           0.0076735,           0.0076735,           0.0076735
                 237,            0.021675,           0.0086911,            0.003571,             0.54914,             0.66834,             0.65163,             0.36387,            0.021212,           0.0063591,            0.035889,           0.0076636,           0.0076636,           0.0076636
                 238,            0.021674,           0.0074877,           0.0028426,             0.66803,              0.5769,              0.6628,             0.36257,            0.022218,            0.006212,            0.032886,           0.0076537,           0.0076537,           0.0076537
                 239,            0.021878,           0.0079866,           0.0029526,             0.68571,               0.581,             0.64755,             0.34932,            0.021156,           0.0061657,            0.031091,           0.0076438,           0.0076438,           0.0076438
                 240,            0.020696,           0.0077095,           0.0033089,             0.68187,             0.55587,             0.65164,             0.38053,            0.020429,           0.0060215,             0.03374,           0.0076339,           0.0076339,           0.0076339
                 241,            0.021255,           0.0083212,           0.0025409,             0.50012,             0.56815,             0.56978,             0.29602,            0.021917,           0.0063732,            0.039404,            0.007624,            0.007624,            0.007624
                 242,            0.019859,           0.0079463,           0.0035615,             0.70594,             0.47362,             0.59191,             0.32415,            0.021338,           0.0064731,            0.034912,           0.0076141,           0.0076141,           0.0076141
                 243,            0.020684,            0.007757,           0.0037535,             0.54414,             0.63645,             0.62744,              0.3495,            0.020483,           0.0062163,            0.032715,           0.0076042,           0.0076042,           0.0076042
                 244,            0.021341,           0.0078669,            0.003629,              0.6242,             0.59033,             0.64535,             0.35036,            0.020268,           0.0065145,            0.032178,           0.0075943,           0.0075943,           0.0075943
                 245,            0.020604,           0.0077214,           0.0026573,             0.67159,             0.56029,             0.65199,             0.38799,            0.019039,           0.0067043,            0.032385,           0.0075844,           0.0075844,           0.0075844
                 246,            0.019806,           0.0079198,           0.0025664,              0.4947,             0.55964,             0.54934,             0.34256,              0.0179,           0.0068562,            0.038757,           0.0075745,           0.0075745,           0.0075745
                 247,            0.021222,           0.0083674,           0.0034414,             0.59707,             0.47571,             0.54464,             0.32862,            0.018784,           0.0067122,            0.039648,           0.0075646,           0.0075646,           0.0075646
                 248,            0.020682,           0.0077283,           0.0034295,             0.62547,              0.6213,              0.5973,             0.34238,            0.021952,           0.0059595,            0.035168,           0.0075547,           0.0075547,           0.0075547
                 249,            0.021471,           0.0079772,           0.0037539,             0.51029,             0.63595,             0.57906,             0.32007,            0.022424,           0.0059099,             0.04032,           0.0075448,           0.0075448,           0.0075448
                 250,            0.021635,           0.0082455,           0.0045485,              0.5871,             0.58551,             0.61638,             0.31305,            0.024403,           0.0058632,            0.039514,           0.0075349,           0.0075349,           0.0075349
                 251,            0.020219,           0.0079759,           0.0044172,             0.45319,             0.62058,             0.60949,             0.28643,            0.023718,           0.0061078,            0.039307,            0.007525,            0.007525,            0.007525
                 252,            0.019557,           0.0085457,            0.002814,             0.60257,             0.54201,             0.61879,             0.30664,            0.023336,           0.0061514,            0.038208,           0.0075151,           0.0075151,           0.0075151
                 253,            0.019879,           0.0077416,           0.0025684,             0.48118,             0.62035,             0.61415,             0.34251,             0.02086,           0.0064352,            0.040576,           0.0075052,           0.0075052,           0.0075052
                 254,            0.021094,           0.0077427,           0.0038657,             0.47755,             0.64507,             0.62127,             0.32194,            0.022466,           0.0064149,            0.037976,           0.0074953,           0.0074953,           0.0074953
                 255,            0.021636,           0.0076714,           0.0027886,             0.55828,             0.59895,             0.62825,             0.32608,            0.022883,           0.0062041,              0.0354,           0.0074854,           0.0074854,           0.0074854
                 256,            0.020852,           0.0081548,           0.0043658,             0.50563,             0.58163,             0.61194,             0.35185,            0.021509,           0.0062971,            0.036755,           0.0074755,           0.0074755,           0.0074755
                 257,            0.020353,           0.0080137,            0.002295,             0.44751,             0.66053,             0.58518,             0.34244,            0.021395,           0.0061522,               0.038,           0.0074656,           0.0074656,           0.0074656
                 258,            0.019719,           0.0078294,           0.0041193,             0.49452,             0.58855,             0.55478,             0.32114,            0.021547,           0.0063143,            0.036182,           0.0074557,           0.0074557,           0.0074557
                 259,            0.020016,           0.0076923,           0.0030124,             0.49407,             0.65331,             0.57952,             0.33264,            0.020842,           0.0063572,            0.033521,           0.0074458,           0.0074458,           0.0074458
                 260,            0.020244,           0.0079972,           0.0037449,             0.64717,             0.58945,             0.60905,             0.32987,            0.021397,           0.0064697,            0.033704,           0.0074359,           0.0074359,           0.0074359
                 261,            0.021079,           0.0083372,           0.0033931,             0.50832,             0.53189,             0.55172,             0.33003,            0.020615,           0.0061352,            0.037488,            0.007426,            0.007426,            0.007426
                 262,            0.020215,            0.007682,           0.0047015,             0.46521,             0.49098,             0.52837,             0.31082,            0.020376,           0.0062964,            0.042676,           0.0074161,           0.0074161,           0.0074161
